"Start Date"	"Start Time"	"Lap Number"	"Session Time"	"Lap Time"	"GPS Longitudinal Acceleration"	"RPM"	"Longitudinal Acceleration"	"Heading"	"Latitude"	"GPS Lateral Acceleration"	"Lateral Acceleration"	"Number of Satellites"	"Longitude"	"GPS Distance"	"Throttle Position"	"GPS Speed"
2021-05-21	19:44:00	1	13700000000	12692742438	-0.340136	0.000000	-0.360000	262.800000	40.583132	-0.527384	0.350000	16.000000	-112.385893	302.793560	0.000000	92.700000
2021-05-21	19:44:00	1	13800000000	12792742438	-0.269274	0.000000	-0.350000	261.400000	40.583128	-0.589098	0.390000	16.000000	-112.385923	305.354237	0.000000	91.600000
2021-05-21	19:44:00	1	13900000000	12892742438	-0.141723	0.000000	-0.360000	260.200000	40.583124	-0.583953	0.420000	16.000000	-112.385953	307.887826	0.000000	90.800000
2021-05-21	19:44:00	1	14000000000	12992742438	-0.127551	0.000000	-0.340000	258.800000	40.583120	-0.717129	0.450000	16.000000	-112.385982	310.408621	0.000000	90.600000
2021-05-21	19:44:00	1	14100000000	13092742438	-0.141723	0.000000	-0.320000	257.000000	40.583115	-0.689351	0.510000	16.000000	-112.386011	312.915701	0.000000	89.900000
2021-05-21	19:44:00	1	14200000000	13192742438	-0.056689	0.000000	-0.280000	255.700000	40.583109	-0.642725	0.570000	16.000000	-112.386038	315.410240	0.000000	89.600000
2021-05-21	19:44:00	1	14300000000	13292742438	0.000000	0.000000	-0.250000	254.100000	40.583103	-0.796975	0.610000	16.000000	-112.386066	317.898781	0.000000	89.500000
2021-05-21	19:44:00	1	14400000000	13392742438	0.042517	0.000000	-0.240000	252.100000	40.583096	-0.775702	0.630000	16.000000	-112.386094	320.386992	0.000000	89.600000
2021-05-21	19:44:00	1	14500000000	13492742438	0.028345	0.000000	-0.190000	250.600000	40.583088	-0.666372	0.660000	16.000000	-112.386123	322.878263	0.000000	89.800000
2021-05-21	19:44:00	1	14600000000	13592742438	0.028345	0.000000	-0.130000	249.100000	40.583080	-0.688584	0.670000	16.000000	-112.386150	325.372691	0.000000	89.800000
2021-05-21	19:44:00	1	14700000000	13692742438	0.099206	0.000000	-0.110000	247.500000	40.583071	-0.645594	0.670000	16.000000	-112.386178	327.872533	0.000000	90.000000
2021-05-21	19:44:00	1	14800000000	13792742438	0.127551	0.000000	-0.080000	246.200000	40.583062	-0.649181	0.670000	16.000000	-112.386205	330.378799	0.000000	90.500000
